Region,Region_Name,Period,Secondary Culture,Area (ha),Culture,Cultivation practices,Type of crop,Sowing method,Sowing method name,Variety Name,Variety type,Variety type name,Variety cycle,Cultivation conditions,Cultivation_condition,Cause of poor conditions,Quantity of seeds used (kg),Classified seed quantity (kg),Type of spacing,Type of irrigation,Type of irrigation name,Quantity of organic fertiliser (kg),Quantity of chemical fertiliser (kg),Quantity of plant protection product (L),Agricultural Equipment,Agricultural Equipment Name,Harvester used,Destination production,Destination production name,Technical support,Technical support name,Estimated production (tonnes),Number of growing days,Dry weight (g/m2) /1001,Humidity level/10 (%),Weight of rice without moisture (g/m2) /1000,Yield (T/Ha)
1,Bongolava,2,0,5.96,1,1,2,2,In-line transplanting,21,2,Local/traditional variety,1,4,Good,0,284,3,3,2,Motorised irrigation,417.2,584.08,23.84,2,Animal Drawn Equipment,1,2,Self-Consumption,5,Vulgarisation,29.8,81,0.671096,0.1,0.670424904,6.70424904
2,Itasy,2,0,2.07,1,1,2,2,In-line transplanting,44,2,Local/traditional variety,2,3,Average,2,83,1,3,2,Motorised irrigation,136.62,82.8,2.07,2,Animal Drawn Equipment,1,3,Both,5,Vulgarisation,8.28,182,0.039744,0.13,0.039692333,0.396923328
5,Vatovavy,1,0,0.73,1,1,1,3,Broadcast sowing,54,2,Local/traditional variety,2,1,Very poor,2,36,1,4,3,Rain water irrigation,45.99,19.71,2.92,1,Manual Equipment,2,1,Sale,2,Seed Donation,2.92,31,0.014016,0.19,0.01398937,0.139893696
1,Bongolava,2,0,6.24,1,1,3,4,Direct row sowing,55,2,Local/traditional variety,2,3,Average,2,479,5,2,1,Gravity irrigation,224.64,12.48,18.72,3,Motorized Equipment,1,2,Self-Consumption,0,None,24.96,130,0.702624,0.19,0.701289014,7.012890144
4,Boeny,1,0,0.45,1,1,1,1,Random transplanting,15,2,Local/traditional variety,2,3,Average,3,21,1,4,3,Rain water irrigation,45.9,12.15,1.35,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.8,22,0.0864,0.23,0.08620128,0.8620128
3,Diana,2,0,1.62,1,1,3,4,Direct row sowing,22,2,Local/traditional variety,1,1,Very poor,3,110,2,2,2,Motorised irrigation,184.68,119.88,12.96,2,Animal Drawn Equipment,1,3,Both,1,Financial aid,4.86,178,0.031104,0.12,0.031066675,0.310666752
3,Diana,2,0,3.01,1,1,2,3,Broadcast sowing,31,2,Local/traditional variety,1,1,Very poor,3,166,2,4,2,Motorised irrigation,261.87,66.22,30.1,2,Animal Drawn Equipment,1,2,Self-Consumption,4,Support/Advice,12.04,171,0.338926,0.18,0.338315933,3.383159332
3,Diana,2,0,1.76,1,1,2,4,Direct row sowing,20,1,Improved seed,3,1,Very poor,3,144,2,1,1,Gravity irrigation,177.76,29.92,8.8,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,7.04,106,0.033792,0.36,0.033670349,0.336703488
5,Vatovavy,1,0,0.57,1,1,1,3,Broadcast sowing,22,2,Local/traditional variety,1,2,Poor,3,21,1,3,3,Rain water irrigation,22.23,10.83,1.14,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.71,41,0.010944,0.18,0.010924301,0.109243008
2,Itasy,2,0,2.87,1,1,3,2,In-line transplanting,65,2,Local/traditional variety,2,3,Average,3,152,2,3,1,Gravity irrigation,57.4,200.9,17.22,2,Animal Drawn Equipment,1,3,Both,2,Seed Donation,14.35,100,0.323162,0.13,0.322741889,3.227418894
4,Boeny,1,0,0.46,1,1,1,2,In-line transplanting,14,2,Local/traditional variety,2,2,Poor,3,25,1,4,3,Rain water irrigation,14.72,32.2,0.92,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.84,53,0.08832,0.2,0.08814336,0.8814336
5,Vatovavy,1,0,0.43,1,1,1,1,Random transplanting,15,2,Local/traditional variety,2,1,Very poor,3,10,1,3,3,Rain water irrigation,23.22,22.79,2.15,1,Manual Equipment,2,1,Sale,1,Financial aid,1.72,60,0.08256,0.22,0.082378368,0.82378368
4,Boeny,1,0,0.26,1,1,1,1,Random transplanting,23,2,Local/traditional variety,2,2,Poor,2,7,1,3,3,Rain water irrigation,37.18,21.58,2.34,1,Manual Equipment,2,1,Sale,2,Seed Donation,0.78,63,0.04992,0.15,0.04984512,0.4984512
4,Boeny,1,0,0.61,1,1,1,4,Direct row sowing,20,1,Improved seed,3,2,Poor,3,57,1,1,3,Rain water irrigation,9.76,57.95,0.61,1,Manual Equipment,2,1,Sale,1,Financial aid,1.83,79,0.011712,0.23,0.011685062,0.116850624
2,Itasy,2,0,4.53,1,1,3,4,Direct row sowing,52,2,Local/traditional variety,1,3,Average,2,292,3,2,1,Gravity irrigation,629.67,144.96,4.53,2,Animal Drawn Equipment,1,2,Self-Consumption,4,Support/Advice,18.12,176,0.510078,0.22,0.508955828,5.089558284
3,Diana,2,0,2.21,1,1,2,2,In-line transplanting,30,2,Local/traditional variety,2,1,Very poor,3,129,2,3,1,Gravity irrigation,55.25,141.44,17.68,2,Animal Drawn Equipment,1,2,Self-Consumption,5,Vulgarisation,11.05,191,0.042432,0.17,0.042359866,0.423598656
2,Itasy,2,0,2.54,1,1,2,3,Broadcast sowing,40,2,Local/traditional variety,2,2,Poor,2,145,2,3,1,Gravity irrigation,40.64,22.86,17.78,2,Animal Drawn Equipment,1,3,Both,5,Vulgarisation,7.62,120,0.286004,0.22,0.285374791,2.853747912
5,Vatovavy,1,0,0.21,1,1,1,4,Direct row sowing,43,2,Local/traditional variety,2,3,Average,2,14,1,2,3,Rain water irrigation,26.04,14.07,1.26,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.05,68,0.04032,0.36,0.040174848,0.40174848
5,Vatovavy,1,0,0.96,1,1,1,2,In-line transplanting,10,2,Local/traditional variety,1,1,Very poor,2,52,1,3,3,Rain water irrigation,75.84,74.88,0.96,1,Manual Equipment,2,3,Both,1,Financial aid,3.84,34,0.018432,0.18,0.018398822,0.183988224
5,Vatovavy,1,0,0.48,1,1,1,3,Broadcast sowing,34,2,Local/traditional variety,2,2,Poor,2,22,1,3,3,Rain water irrigation,44.16,21.6,1.44,1,Manual Equipment,2,1,Sale,1,Financial aid,1.44,43,0.09216,0.14,0.092030976,0.92030976
2,Itasy,2,0,2.21,1,1,3,3,Broadcast sowing,24,2,Local/traditional variety,1,2,Poor,3,60,1,4,2,Motorised irrigation,201.11,209.95,4.42,2,Animal Drawn Equipment,1,3,Both,2,Seed Donation,11.05,107,0.042432,0.18,0.042355622,0.423556224
4,Boeny,1,0,0.81,1,1,1,3,Broadcast sowing,54,2,Local/traditional variety,2,1,Very poor,2,34,1,3,3,Rain water irrigation,34.83,0.81,6.48,1,Manual Equipment,2,1,Sale,1,Financial aid,2.43,71,0.015552,0.16,0.015527117,0.155271168
4,Boeny,1,0,0.48,1,1,1,1,Random transplanting,8,2,Local/traditional variety,2,3,Average,3,13,1,4,3,Rain water irrigation,61.44,20.64,1.44,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.92,76,0.09216,0.12,0.092049408,0.92049408
1,Bongolava,2,0,1.46,1,1,2,4,Direct row sowing,23,2,Local/traditional variety,2,5,Very Good,0,124,2,1,2,Motorised irrigation,195.64,39.42,11.68,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,4.38,102,0.028032,0.18,0.027981542,0.279815424
5,Vatovavy,1,0,0.28,1,1,1,3,Broadcast sowing,25,2,Local/traditional variety,1,2,Poor,3,13,1,3,3,Rain water irrigation,34.44,27.44,0.28,1,Manual Equipment,2,1,Sale,1,Financial aid,1.4,43,0.05376,0.18,0.053663232,0.53663232
4,Boeny,1,0,0.82,1,1,1,2,In-line transplanting,48,2,Local/traditional variety,1,3,Average,3,43,1,3,3,Rain water irrigation,9.84,61.5,4.92,1,Manual Equipment,2,1,Sale,2,Seed Donation,4.1,88,0.015744,0.18,0.015715661,0.157156608
1,Bongolava,2,0,3.74,1,1,2,3,Broadcast sowing,34,2,Local/traditional variety,2,5,Very Good,0,149,2,3,2,Motorised irrigation,471.24,381.48,7.48,2,Animal Drawn Equipment,1,2,Self-Consumption,4,Support/Advice,14.96,150,0.421124,0.18,0.420365977,4.203659768
4,Boeny,1,0,0.49,1,1,1,4,Direct row sowing,39,2,Local/traditional variety,1,1,Very poor,2,34,1,2,3,Rain water irrigation,29.4,40.67,4.9,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.96,52,0.09408,0.2,0.09389184,0.9389184
5,Vatovavy,1,0,0.18,1,1,1,1,Random transplanting,53,2,Local/traditional variety,2,2,Poor,3,6,1,3,3,Rain water irrigation,18.36,12.6,0.9,1,Manual Equipment,2,1,Sale,2,Seed Donation,0.9,30,0.03456,0.17,0.034501248,0.34501248
3,Diana,2,0,1.48,1,1,2,3,Broadcast sowing,4,2,Local/traditional variety,2,2,Poor,3,31,1,3,1,Gravity irrigation,31.08,109.52,7.4,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,5.92,138,0.028416,0.23,0.028350643,0.283506432
5,Vatovavy,1,0,0.66,1,1,1,4,Direct row sowing,5,2,Local/traditional variety,2,2,Poor,3,42,1,2,3,Rain water irrigation,58.74,29.04,6.6,1,Manual Equipment,2,1,Sale,2,Seed Donation,2.64,29,0.012672,0.15,0.012652992,0.12652992
2,Itasy,2,0,3.33,1,1,3,2,In-line transplanting,37,2,Local/traditional variety,2,3,Average,2,180,2,4,1,Gravity irrigation,256.41,326.34,3.33,2,Animal Drawn Equipment,1,3,Both,5,Vulgarisation,9.99,140,0.374958,0.14,0.374433059,3.744330588
4,Boeny,1,0,0.51,1,1,1,1,Random transplanting,8,2,Local/traditional variety,2,1,Very poor,3,28,1,4,3,Rain water irrigation,69.36,55.59,2.04,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.53,79,0.09792,0.11,0.097812288,0.97812288
4,Boeny,1,0,0.21,1,1,1,1,Random transplanting,37,2,Local/traditional variety,2,3,Average,2,10,1,4,3,Rain water irrigation,2.1,21.84,1.68,1,Manual Equipment,2,1,Sale,1,Financial aid,1.05,28,0.04032,0.13,0.040267584,0.40267584
2,Itasy,2,0,2.39,1,1,3,1,Random transplanting,12,2,Local/traditional variety,2,4,Good,0,134,2,3,1,Gravity irrigation,119.5,200.76,16.73,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,11.95,198,0.045888,0.14,0.045823757,0.458237568
2,Itasy,2,0,4.37,1,1,3,3,Broadcast sowing,38,2,Local/traditional variety,2,5,Very Good,0,200,2,3,2,Motorised irrigation,655.5,135.47,4.37,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,17.48,99,0.492062,0.18,0.491176288,4.911762884
3,Diana,2,0,2.23,1,1,2,1,Random transplanting,8,2,Local/traditional variety,2,3,Average,3,110,2,4,2,Motorised irrigation,111.5,53.52,11.15,2,Animal Drawn Equipment,1,3,Both,4,Support/Advice,6.69,187,0.042816,0.15,0.042751776,0.42751776
4,Boeny,1,0,0.68,1,1,1,4,Direct row sowing,7,2,Local/traditional variety,2,1,Very poor,2,41,1,1,3,Rain water irrigation,32.64,25.84,2.04,1,Manual Equipment,2,1,Sale,2,Seed Donation,3.4,73,0.013056,0.11,0.013041638,0.130416384
4,Boeny,1,0,0.31,1,1,1,1,Random transplanting,51,2,Local/traditional variety,2,1,Very poor,3,14,1,3,3,Rain water irrigation,20.15,9.61,0.31,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.55,69,0.05952,0.18,0.059412864,0.59412864
3,Diana,2,0,3.7,1,1,3,3,Broadcast sowing,16,2,Local/traditional variety,1,2,Poor,2,191,2,3,1,Gravity irrigation,207.2,48.1,37,2,Animal Drawn Equipment,1,2,Self-Consumption,5,Vulgarisation,18.5,175,0.41662,0.18,0.415870084,4.15870084
1,Bongolava,2,0,5.43,1,1,2,3,Broadcast sowing,23,2,Local/traditional variety,2,4,Good,0,134,2,4,2,Motorised irrigation,401.82,515.85,32.58,3,Motorized Equipment,1,2,Self-Consumption,5,Vulgarisation,27.15,184,0.611418,0.36,0.609216895,6.092168952
3,Diana,2,0,3.61,1,1,3,3,Broadcast sowing,18,1,Improved seed,3,1,Very poor,3,83,1,3,1,Gravity irrigation,209.38,169.67,7.22,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,10.83,164,0.406486,0.22,0.405591731,4.055917308
5,Vatovavy,1,0,0.58,1,1,1,2,In-line transplanting,20,1,Improved seed,3,1,Very poor,3,19,1,4,3,Rain water irrigation,11.6,53.94,2.9,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.74,88,0.011136,0.22,0.011111501,0.111115008
4,Boeny,1,0,0.73,1,1,1,4,Direct row sowing,13,2,Local/traditional variety,2,1,Very poor,3,57,1,2,3,Rain water irrigation,14.6,69.35,3.65,1,Manual Equipment,2,1,Sale,2,Seed Donation,2.92,68,0.014016,0.18,0.013990771,0.139907712
2,Itasy,2,0,2.18,1,1,3,3,Broadcast sowing,54,2,Local/traditional variety,2,2,Poor,3,45,1,3,2,Motorised irrigation,69.76,224.54,19.62,2,Animal Drawn Equipment,1,2,Self-Consumption,5,Vulgarisation,6.54,172,0.041856,0.2,0.041772288,0.41772288
5,Vatovavy,1,0,0.72,1,1,1,2,In-line transplanting,40,2,Local/traditional variety,2,2,Poor,3,22,1,3,3,Rain water irrigation,18,34.56,3.6,1,Manual Equipment,2,1,Sale,2,Seed Donation,2.88,33,0.013824,0.22,0.013793587,0.137935872
4,Boeny,1,0,0.71,1,1,1,2,In-line transplanting,56,2,Local/traditional variety,2,3,Average,2,15,1,4,3,Rain water irrigation,23.43,15.62,2.13,1,Manual Equipment,2,1,Sale,2,Seed Donation,2.13,69,0.013632,0.18,0.013607462,0.136074624
3,Diana,2,0,2.27,1,1,2,4,Direct row sowing,5,2,Local/traditional variety,2,3,Average,3,187,2,2,2,Motorised irrigation,24.97,77.18,18.16,2,Animal Drawn Equipment,1,3,Both,2,Seed Donation,11.35,95,0.043584,0.13,0.043527341,0.435273408
5,Vatovavy,1,0,0.27,1,1,1,1,Random transplanting,11,2,Local/traditional variety,2,2,Poor,3,14,1,3,3,Rain water irrigation,11.61,1.35,1.35,1,Manual Equipment,2,1,Sale,1,Financial aid,1.35,55,0.05184,0.14,0.051767424,0.51767424
4,Boeny,1,0,0.64,1,1,1,2,In-line transplanting,47,2,Local/traditional variety,2,3,Average,3,17,1,4,3,Rain water irrigation,58.24,50.56,3.84,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.92,46,0.012288,0.21,0.012262195,0.122621952
1,Bongolava,2,0,2.2,1,1,2,4,Direct row sowing,12,2,Local/traditional variety,2,4,Good,0,168,2,2,1,Gravity irrigation,246.4,228.8,15.4,2,Animal Drawn Equipment,1,2,Self-Consumption,3,Training,8.8,178,0.04224,0.23,0.042142848,0.42142848
1,Bongolava,2,0,2.4,1,1,3,3,Broadcast sowing,23,2,Local/traditional variety,2,4,Good,0,100,1,3,1,Gravity irrigation,196.8,31.2,7.2,2,Animal Drawn Equipment,1,3,Both,3,Training,12,192,0.04608,0.21,0.045983232,0.45983232
2,Itasy,2,0,4.08,1,1,3,1,Random transplanting,58,1,Improved seed,1,3,Average,3,207,3,3,2,Motorised irrigation,134.64,53.04,28.56,3,Motorized Equipment,1,2,Self-Consumption,3,Training,16.32,145,0.459408,0.18,0.458581066,4.585810656
4,Boeny,1,0,0.32,1,1,1,2,In-line transplanting,52,2,Local/traditional variety,1,1,Very poor,3,19,1,3,3,Rain water irrigation,38.4,22.72,2.24,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.6,71,0.06144,0.1,0.06137856,0.6137856
1,Bongolava,2,0,2.56,1,1,2,1,Random transplanting,12,2,Local/traditional variety,2,3,Average,2,85,1,4,2,Motorised irrigation,263.68,151.04,12.8,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,7.68,112,0.288256,0.11,0.287938918,2.879389184
3,Diana,2,0,2.13,1,1,2,2,In-line transplanting,61,2,Local/traditional variety,2,1,Very poor,2,110,2,4,1,Gravity irrigation,104.37,85.2,4.26,2,Animal Drawn Equipment,1,3,Both,3,Training,6.39,96,0.040896,0.12,0.040846925,0.408469248
4,Boeny,1,0,0.37,1,1,1,4,Direct row sowing,6,2,Local/traditional variety,2,1,Very poor,2,32,1,2,3,Rain water irrigation,17.76,9.99,2.59,1,Manual Equipment,2,1,Sale,1,Financial aid,1.11,84,0.07104,0.19,0.070905024,0.70905024
3,Diana,2,0,1.42,1,1,2,1,Random transplanting,54,2,Local/traditional variety,2,1,Very poor,2,62,1,4,2,Motorised irrigation,105.08,156.2,9.94,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,7.1,179,0.027264,0.2,0.027209472,0.27209472
3,Diana,2,0,3.57,1,1,2,3,Broadcast sowing,28,2,Local/traditional variety,1,3,Average,2,95,1,4,2,Motorised irrigation,431.97,246.33,35.7,2,Animal Drawn Equipment,1,2,Self-Consumption,5,Vulgarisation,17.85,200,0.401982,0.23,0.401057441,4.010574414
1,Bongolava,2,0,1.4,1,1,3,4,Direct row sowing,63,2,Local/traditional variety,2,5,Very Good,0,127,2,2,2,Motorised irrigation,183.4,134.4,14,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,7,97,0.02688,0.1,0.02685312,0.2685312
4,Boeny,1,0,0.23,1,1,1,1,Random transplanting,33,2,Local/traditional variety,2,2,Poor,2,8,1,3,3,Rain water irrigation,20.93,9.66,0.46,1,Manual Equipment,2,1,Sale,1,Financial aid,0.69,31,0.04416,0.18,0.044080512,0.44080512
5,Vatovavy,1,0,0.74,1,1,1,1,Random transplanting,48,2,Local/traditional variety,1,3,Average,3,39,1,4,3,Rain water irrigation,66.6,42.92,2.96,1,Manual Equipment,2,1,Sale,1,Financial aid,2.96,72,0.014208,0.23,0.014175322,0.141753216
1,Bongolava,2,0,5.03,1,1,3,2,In-line transplanting,6,2,Local/traditional variety,2,5,Very Good,0,214,3,3,1,Gravity irrigation,553.3,186.11,50.3,3,Motorized Equipment,1,2,Self-Consumption,3,Training,25.15,93,0.566378,0.23,0.565075331,5.650753306
1,Bongolava,2,0,4.91,1,1,3,2,In-line transplanting,1,2,Local/traditional variety,2,2,Poor,3,167,2,4,2,Motorised irrigation,491,486.09,14.73,3,Motorized Equipment,1,2,Self-Consumption,5,Vulgarisation,14.73,173,0.552866,0.13,0.552147274,5.521472742
4,Boeny,1,0,0.32,1,1,1,4,Direct row sowing,3,2,Local/traditional variety,2,3,Average,2,27,1,1,3,Rain water irrigation,3.84,17.92,1.6,1,Manual Equipment,2,1,Sale,1,Financial aid,0.96,64,0.06144,0.18,0.061329408,0.61329408
4,Boeny,1,0,0.5,1,1,1,1,Random transplanting,36,2,Local/traditional variety,2,1,Very poor,3,27,1,3,3,Rain water irrigation,42.5,37,2.5,1,Manual Equipment,2,1,Sale,1,Financial aid,1.5,50,0.096,0.1,0.095904,0.95904
3,Diana,2,0,1.77,1,1,2,2,In-line transplanting,52,2,Local/traditional variety,1,1,Very poor,2,59,1,4,1,Gravity irrigation,28.32,159.3,14.16,2,Animal Drawn Equipment,1,3,Both,2,Seed Donation,5.31,196,0.033984,0.14,0.033936422,0.339364224
4,Boeny,1,0,0.3,1,1,1,1,Random transplanting,62,2,Local/traditional variety,2,1,Very poor,3,7,1,4,3,Rain water irrigation,16.2,23.7,3,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.5,85,0.0576,0.17,0.05750208,0.5750208
3,Diana,2,0,2.29,1,1,3,2,In-line transplanting,23,2,Local/traditional variety,2,3,Average,2,46,1,4,2,Motorised irrigation,100.76,153.43,2.29,2,Animal Drawn Equipment,1,3,Both,4,Support/Advice,11.45,185,0.043968,0.16,0.043897651,0.438976512
1,Bongolava,2,0,4.5,1,1,2,4,Direct row sowing,4,2,Local/traditional variety,2,3,Average,2,283,3,1,1,Gravity irrigation,319.5,486,36,3,Motorized Equipment,1,2,Self-Consumption,5,Vulgarisation,18,152,0.5067,0.21,0.50563593,5.0563593
2,Itasy,2,0,4.42,1,1,3,3,Broadcast sowing,35,2,Local/traditional variety,1,5,Very Good,0,240,3,4,2,Motorised irrigation,75.14,97.24,8.84,3,Motorized Equipment,1,2,Self-Consumption,2,Seed Donation,17.68,161,0.497692,0.12,0.49709477,4.970947696
5,Vatovavy,1,0,0.8,1,1,1,1,Random transplanting,65,2,Local/traditional variety,2,3,Average,3,24,1,4,3,Rain water irrigation,92.8,21.6,0.8,1,Manual Equipment,2,1,Sale,2,Seed Donation,4,90,0.01536,0.12,0.015341568,0.15341568
1,Bongolava,2,0,3.53,1,1,3,1,Random transplanting,8,2,Local/traditional variety,2,5,Very Good,0,88,1,4,2,Motorised irrigation,275.34,243.57,3.53,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,10.59,126,0.397478,0.18,0.39676254,3.967625396
4,Boeny,1,0,0.16,1,1,1,3,Broadcast sowing,31,2,Local/traditional variety,1,1,Very poor,2,9,1,4,3,Rain water irrigation,4.16,6.88,0.64,1,Manual Equipment,2,1,Sale,2,Seed Donation,0.48,85,0.03072,0.15,0.03067392,0.3067392
5,Vatovavy,1,0,0.44,1,1,1,4,Direct row sowing,17,2,Local/traditional variety,2,1,Very poor,2,38,1,1,3,Rain water irrigation,39.6,24.64,2.2,1,Manual Equipment,2,1,Sale,2,Seed Donation,2.2,51,0.08448,0.18,0.084327936,0.84327936
2,Itasy,2,0,4.05,1,1,2,1,Random transplanting,53,2,Local/traditional variety,2,3,Average,3,241,3,4,2,Motorised irrigation,486,283.5,8.1,2,Animal Drawn Equipment,1,2,Self-Consumption,4,Support/Advice,12.15,196,0.45603,0.14,0.455391558,4.55391558
2,Itasy,2,0,1.79,1,1,2,4,Direct row sowing,15,2,Local/traditional variety,2,3,Average,2,115,2,1,1,Gravity irrigation,254.18,144.99,14.32,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,8.95,158,0.034368,0.16,0.034313011,0.343130112
3,Diana,2,0,3.55,1,1,3,4,Direct row sowing,10,2,Local/traditional variety,1,2,Poor,2,220,3,2,1,Gravity irrigation,259.15,344.35,31.95,2,Animal Drawn Equipment,1,2,Self-Consumption,5,Vulgarisation,10.65,122,0.39973,0.16,0.399090432,3.99090432
5,Vatovavy,1,0,0.8,1,1,1,4,Direct row sowing,24,2,Local/traditional variety,1,3,Average,3,64,1,1,3,Rain water irrigation,78.4,11.2,1.6,1,Manual Equipment,2,1,Sale,2,Seed Donation,4,82,0.01536,0.11,0.015343104,0.15343104
3,Diana,2,0,2.12,1,1,3,3,Broadcast sowing,40,2,Local/traditional variety,2,3,Average,2,107,2,4,1,Gravity irrigation,150.52,167.48,19.08,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,8.48,119,0.040704,0.2,0.040622592,0.40622592
1,Bongolava,2,0,5.68,1,1,3,1,Random transplanting,14,2,Local/traditional variety,2,2,Poor,2,268,3,3,1,Gravity irrigation,710,363.52,56.8,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,22.72,197,0.639568,0.15,0.638608648,6.38608648
5,Vatovavy,1,0,0.56,1,1,1,2,In-line transplanting,41,2,Local/traditional variety,2,2,Poor,2,23,1,4,3,Rain water irrigation,64.4,22.96,5.04,1,Manual Equipment,2,1,Sale,2,Seed Donation,2.8,74,0.010752,0.1,0.010741248,0.10741248
1,Bongolava,2,0,6.07,1,1,3,3,Broadcast sowing,12,2,Local/traditional variety,2,5,Very Good,0,151,2,3,1,Gravity irrigation,582.72,503.81,48.56,3,Motorized Equipment,1,2,Self-Consumption,0,None,24.28,90,0.683482,0.22,0.68197834,6.819783396
3,Diana,2,0,3.03,1,1,3,3,Broadcast sowing,2,2,Local/traditional variety,2,1,Very poor,3,85,1,3,2,Motorised irrigation,315.12,78.78,15.15,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,15.15,198,0.341178,0.2,0.340495644,3.40495644
5,Vatovavy,1,0,0.88,1,1,1,2,In-line transplanting,61,2,Local/traditional variety,2,1,Very poor,2,26,1,4,3,Rain water irrigation,13.2,62.48,3.52,1,Manual Equipment,2,1,Sale,2,Seed Donation,2.64,59,0.016896,0.14,0.016872346,0.168723456
3,Diana,2,0,2.29,1,1,2,3,Broadcast sowing,51,2,Local/traditional variety,2,3,Average,2,54,1,4,2,Motorised irrigation,158.01,151.14,11.45,2,Animal Drawn Equipment,1,3,Both,4,Support/Advice,9.16,152,0.043968,0.19,0.043884461,0.438844608
5,Vatovavy,1,0,0.47,1,1,1,4,Direct row sowing,25,2,Local/traditional variety,1,3,Average,3,37,1,1,3,Rain water irrigation,40.42,46.53,1.88,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.41,70,0.09024,0.2,0.09005952,0.9005952
3,Diana,2,0,3.19,1,1,3,4,Direct row sowing,9,2,Local/traditional variety,1,2,Poor,3,231,3,1,2,Motorised irrigation,309.43,309.43,25.52,2,Animal Drawn Equipment,1,3,Both,1,Financial aid,15.95,89,0.359194,0.18,0.358547451,3.585474508
2,Itasy,2,0,3.52,1,1,3,1,Random transplanting,3,2,Local/traditional variety,2,3,Average,3,141,2,4,1,Gravity irrigation,95.04,140.8,7.04,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,10.56,163,0.396352,0.11,0.395916013,3.959160128
3,Diana,2,0,3.76,1,1,3,1,Random transplanting,8,2,Local/traditional variety,2,1,Very poor,3,153,2,4,1,Gravity irrigation,199.28,360.96,26.32,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,11.28,174,0.423376,0.13,0.422825611,4.228256112
2,Itasy,2,0,1.59,1,1,3,2,In-line transplanting,46,2,Local/traditional variety,2,4,Good,0,33,1,4,1,Gravity irrigation,65.19,109.71,9.54,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,4.77,120,0.030528,0.11,0.030494419,0.304944192
3,Diana,2,0,3.25,1,1,3,2,In-line transplanting,44,2,Local/traditional variety,2,1,Very poor,3,179,2,3,1,Gravity irrigation,159.25,201.5,29.25,2,Animal Drawn Equipment,1,3,Both,5,Vulgarisation,13,118,0.36595,0.15,0.365401075,3.65401075
5,Vatovavy,1,0,0.95,1,1,1,4,Direct row sowing,25,2,Local/traditional variety,1,1,Very poor,2,76,1,1,3,Rain water irrigation,27.55,21.85,2.85,1,Manual Equipment,2,3,Both,1,Financial aid,3.8,73,0.01824,0.15,0.01821264,0.1821264
5,Vatovavy,1,0,0.47,1,1,1,3,Broadcast sowing,32,2,Local/traditional variety,2,3,Average,2,21,1,3,3,Rain water irrigation,25.85,39.48,3.29,1,Manual Equipment,2,1,Sale,1,Financial aid,1.88,52,0.09024,0.22,0.090041472,0.90041472
5,Vatovavy,1,0,0.85,1,1,1,4,Direct row sowing,64,2,Local/traditional variety,2,2,Poor,3,73,1,2,3,Rain water irrigation,116.45,25.5,2.55,1,Manual Equipment,2,1,Sale,2,Seed Donation,4.25,89,0.01632,0.12,0.016300416,0.16300416
4,Boeny,1,0,0.86,1,1,1,2,In-line transplanting,10,2,Local/traditional variety,1,1,Very poor,3,33,1,4,3,Rain water irrigation,25.8,24.08,3.44,1,Manual Equipment,2,1,Sale,2,Seed Donation,2.58,72,0.016512,0.12,0.016492186,0.164921856
